3.989,-0.173,0.292,0.004,0.123,-0.001,NaN
3.988,-0.174,0.294,0.004,0.123,-0.001,NaN
3.988,-0.173,0.294,0.004,0.123,-0.001,NaN
3.989,-0.173,0.292,0.004,0.123,-0.001,NaN
3.991,-0.175,0.295,0.004,0.123,-0.001,NaN
3.988,-0.174,0.294,0.004,0.123,-0.001,NaN
3.991,-0.174,0.290,0.004,0.123,-0.001,NaN
3.990,-0.172,0.289,0.004,0.123,-0.000,NaN
3.989,-0.173,0.293,0.004,0.123,-0.001,NaN
3.989,-0.170,0.289,0.004,0.123,-0.000,NaN
3.989,-0.172,0.297,0.004,0.123,-0.001,NaN
3.989,-0.174,0.302,0.004,0.123,-0.001,NaN
3.989,-0.173,0.293,0.004,0.123,-0.001,NaN
3.988,-0.173,0.295,0.004,0.123,-0.001,NaN
3.988,-0.171,0.290,0.004,0.123,-0.001,NaN
3.990,-0.175,0.293,0.004,0.123,-0.000,NaN
3.990,-0.174,0.294,0.004,0.123,-0.001,NaN
3.989,-0.174,0.293,0.004,0.123,-0.001,NaN
3.991,-0.173,0.295,0.004,0.123,-0.001,NaN
3.990,-0.173,0.294,0.004,0.123,-0.000,NaN
3.990,-0.173,0.296,0.004,0.123,-0.001,NaN
3.989,-0.173,0.299,0.004,0.123,-0.001,NaN
3.989,-0.174,0.300,0.004,0.123,-0.001,NaN
3.988,-0.171,0.295,0.004,0.123,-0.001,NaN
3.989,-0.174,0.299,0.004,0.123,-0.001,NaN
3.989,-0.173,0.296,0.004,0.123,-0.001,NaN
3.990,-0.172,0.292,0.004,0.123,-0.000,NaN
3.989,-0.174,0.290,0.004,0.123,-0.000,NaN
3.988,-0.171,0.303,0.004,0.123,-0.001,NaN
3.990,-0.174,0.315,0.004,0.123,-0.001,NaN
3.989,-0.172,0.316,0.004,0.123,-0.001,NaN
3.989,-0.172,0.312,0.004,0.123,-0.001,NaN
3.990,-0.173,0.316,0.004,0.123,-0.001,NaN
3.989,-0.174,0.311,0.004,0.123,-0.001,NaN
3.989,-0.172,0.319,0.004,0.123,-0.001,NaN
3.989,-0.174,0.306,0.004,0.123,-0.001,NaN
3.989,-0.174,0.299,0.004,0.123,-0.001,NaN
3.990,-0.175,0.294,0.004,0.123,-0.001,NaN
3.989,-0.173,0.298,0.004,0.123,-0.001,NaN
3.989,-0.171,0.298,0.004,0.123,-0.001,NaN
3.990,-0.174,0.308,0.004,0.123,-0.001,NaN
3.987,-0.174,0.306,0.004,0.123,-0.001,NaN
3.987,-0.173,0.310,0.004,0.123,-0.001,NaN
3.988,-0.172,0.304,0.004,0.123,-0.001,NaN
3.989,-0.173,0.310,0.004,0.123,-0.001,NaN
3.988,-0.173,0.300,0.004,0.123,-0.001,NaN
3.988,-0.173,0.295,0.004,0.123,-0.001,NaN
3.988,-0.173,0.302,0.004,0.123,-0.001,NaN
3.991,-0.172,0.301,0.004,0.123,-0.001,NaN
3.991,-0.174,0.292,0.004,0.123,-0.001,NaN
3.990,-0.173,0.290,0.004,0.123,-0.001,NaN
3.990,-0.173,0.304,0.004,0.123,-0.001,NaN
3.989,-0.172,0.301,0.004,0.123,-0.000,NaN
3.990,-0.171,0.308,0.004,0.123,-0.001,NaN
3.988,-0.174,0.308,0.004,0.123,-0.001,NaN
3.990,-0.173,0.304,0.004,0.123,-0.001,NaN
3.989,-0.172,0.309,0.004,0.123,-0.001,NaN
3.990,-0.174,0.299,0.004,0.123,-0.001,NaN
3.990,-0.173,0.306,0.004,0.123,-0.001,NaN
3.991,-0.174,0.304,0.004,0.123,-0.001,NaN
3.990,-0.171,0.316,0.004,0.123,-0.001,NaN
3.989,-0.173,0.311,0.004,0.123,-0.001,NaN
3.989,-0.173,0.312,0.004,0.123,-0.001,NaN
3.990,-0.173,0.313,0.004,0.123,-0.001,NaN
3.990,-0.173,0.318,0.004,0.123,-0.001,NaN
3.990,-0.171,0.320,0.004,0.123,-0.001,NaN
3.989,-0.172,0.315,0.004,0.123,-0.001,NaN
3.989,-0.172,0.316,0.004,0.123,-0.001,NaN
3.990,-0.170,0.316,0.004,0.123,-0.001,NaN
3.988,-0.173,0.312,0.004,0.123,-0.001,NaN
3.990,-0.172,0.308,0.004,0.123,-0.001,NaN
3.990,-0.173,0.288,0.004,0.123,-0.001,NaN
3.991,-0.173,0.290,0.004,0.123,-0.001,NaN
3.991,-0.173,0.287,0.004,0.123,-0.001,NaN
3.990,-0.172,0.288,0.004,0.123,-0.001,NaN
3.988,-0.173,0.293,0.004,0.123,-0.001,NaN
3.988,-0.172,0.291,0.004,0.123,-0.000,NaN
3.989,-0.173,0.295,0.004,0.123,-0.001,NaN
3.990,-0.172,0.287,0.004,0.123,-0.000,NaN
3.989,-0.173,0.291,0.004,0.123,-0.001,NaN
3.990,-0.174,0.293,0.004,0.123,-0.001,NaN
3.988,-0.173,0.290,0.004,0.123,-0.000,NaN
3.990,-0.170,0.289,0.004,0.123,-0.000,NaN
3.989,-0.173,0.290,0.004,0.123,-0.001,NaN
3.990,-0.172,0.290,0.004,0.123,-0.001,NaN
3.989,-0.170,0.292,0.004,0.123,-0.001,NaN
3.990,-0.172,0.297,0.004,0.123,-0.001,NaN
3.991,-0.172,0.296,0.004,0.123,-0.001,NaN
3.990,-0.176,0.288,0.004,0.123,-0.001,NaN
3.989,-0.172,0.291,0.004,0.123,-0.001,NaN
3.988,-0.174,0.293,0.004,0.123,-0.000,NaN
3.989,-0.175,0.293,0.004,0.123,-0.001,NaN
3.990,-0.175,0.295,0.004,0.123,-0.001,NaN
3.989,-0.174,0.298,0.004,0.123,-0.001,NaN
3.989,-0.174,0.296,0.004,0.123,-0.001,NaN
3.989,-0.174,0.293,0.004,0.123,-0.001,NaN
3.989,-0.172,0.293,0.004,0.123,-0.000,NaN
3.988,-0.174,0.287,0.004,0.123,-0.001,NaN
3.990,-0.174,0.308,0.004,0.123,-0.001,NaN
3.989,-0.173,0.311,0.004,0.123,-0.001,NaN
3.990,-0.172,0.311,0.004,0.123,-0.001,NaN
3.991,-0.172,0.312,0.004,0.123,-0.001,NaN
3.991,-0.173,0.313,0.004,0.123,-0.001,NaN
3.990,-0.175,0.302,0.004,0.123,-0.001,NaN
3.989,-0.172,0.298,0.004,0.123,-0.001,NaN
3.990,-0.173,0.317,0.004,0.123,-0.001,NaN
3.990,-0.172,0.310,0.004,0.123,-0.001,NaN
3.989,-0.173,0.299,0.004,0.123,-0.001,NaN
3.988,-0.175,0.306,0.004,0.123,-0.001,NaN
3.990,-0.169,0.316,0.004,0.123,-0.001,NaN
3.989,-0.174,0.307,0.004,0.123,-0.001,NaN
3.988,-0.175,0.297,0.004,0.123,-0.001,NaN
3.990,-0.174,0.297,0.004,0.123,-0.001,NaN
3.990,-0.175,0.299,0.004,0.123,-0.001,NaN
3.989,-0.173,0.301,0.004,0.123,-0.001,NaN
3.989,-0.174,0.301,0.004,0.123,-0.001,NaN
3.992,-0.173,0.301,0.004,0.123,-0.001,NaN
3.990,-0.174,0.296,0.004,0.123,-0.001,NaN
3.990,-0.173,0.297,0.004,0.123,-0.001,NaN
3.989,-0.173,0.297,0.004,0.123,-0.001,NaN
3.989,-0.173,0.298,0.004,0.123,-0.001,NaN
3.990,-0.173,0.298,0.004,0.123,-0.001,NaN
3.989,-0.174,0.298,0.004,0.123,-0.001,NaN
3.990,-0.171,0.298,0.004,0.123,-0.001,NaN
3.991,-0.175,0.301,0.004,0.123,-0.001,NaN
3.990,-0.173,0.292,0.004,0.123,-0.001,NaN
3.991,-0.174,0.294,0.004,0.123,-0.001,NaN
3.989,-0.172,0.293,0.004,0.123,-0.001,NaN
3.989,-0.173,0.295,0.004,0.123,-0.001,NaN
3.990,-0.174,0.293,0.004,0.123,-0.001,NaN
3.991,-0.173,0.293,0.004,0.123,-0.001,NaN
3.988,-0.172,0.291,0.004,0.123,-0.001,NaN
3.989,-0.174,0.293,0.004,0.123,-0.001,NaN
3.989,-0.172,0.294,0.004,0.123,-0.000,NaN
3.990,-0.173,0.293,0.004,0.123,-0.001,NaN
3.991,-0.173,0.298,0.004,0.123,-0.001,NaN
3.988,-0.173,0.299,0.004,0.123,-0.001,NaN
3.989,-0.172,0.297,0.004,0.123,-0.001,NaN
3.989,-0.175,0.292,0.004,0.123,-0.001,NaN
3.989,-0.174,0.292,0.004,0.123,-0.001,NaN
3.987,-0.173,0.296,0.004,0.123,-0.001,NaN
3.988,-0.171,0.298,0.004,0.123,-0.001,NaN
3.989,-0.174,0.301,0.004,0.123,-0.001,NaN
3.992,-0.174,0.300,0.004,0.123,-0.001,NaN
3.988,-0.174,0.298,0.004,0.123,-0.001,NaN
3.991,-0.173,0.294,0.004,0.123,-0.001,NaN
3.987,-0.172,0.289,0.004,0.123,-0.001,NaN
3.992,-0.171,0.292,0.004,0.123,-0.001,NaN
3.988,-0.173,0.295,0.004,0.123,-0.001,NaN
3.990,-0.173,0.294,0.004,0.123,-0.001,NaN
3.988,-0.174,0.291,0.004,0.123,-0.001,NaN
3.989,-0.172,0.285,0.004,0.123,-0.000,NaN
3.988,-0.172,0.294,0.004,0.123,-0.001,NaN
3.989,-0.175,0.295,0.004,0.123,-0.001,NaN
3.992,-0.174,0.292,0.004,0.123,-0.001,NaN
3.990,-0.176,0.294,0.004,0.123,-0.001,NaN
3.991,-0.173,0.303,0.004,0.123,-0.001,NaN
3.989,-0.174,0.303,0.004,0.123,-0.001,NaN
3.990,-0.172,0.298,0.004,0.123,-0.001,NaN
3.988,-0.172,0.302,0.004,0.123,-0.001,NaN
3.988,-0.171,0.299,0.004,0.123,-0.001,NaN
3.991,-0.174,0.302,0.004,0.123,-0.001,NaN
3.990,-0.173,0.303,0.004,0.123,-0.001,NaN
3.990,-0.175,0.302,0.004,0.123,-0.001,NaN
3.988,-0.174,0.307,0.004,0.123,-0.001,NaN
3.990,-0.171,0.308,0.004,0.123,-0.001,NaN
3.990,-0.173,0.308,0.004,0.123,-0.001,NaN
3.990,-0.174,0.303,0.004,0.123,-0.001,NaN
3.991,-0.174,0.307,0.004,0.123,-0.001,NaN
3.989,-0.171,0.306,0.004,0.123,-0.001,NaN
3.989,-0.170,0.300,0.004,0.123,-0.001,NaN
3.989,-0.172,0.300,0.004,0.123,-0.001,NaN
3.990,-0.175,0.292,0.004,0.123,-0.001,NaN
3.989,-0.172,0.298,0.004,0.123,-0.001,NaN
3.991,-0.173,0.292,0.004,0.123,-0.001,NaN
3.990,-0.173,0.297,0.004,0.123,-0.001,NaN
3.990,-0.175,0.297,0.004,0.123,-0.001,NaN
3.989,-0.173,0.297,0.004,0.123,-0.001,NaN
3.989,-0.173,0.299,0.004,0.123,-0.001,NaN
3.989,-0.173,0.295,0.004,0.123,-0.001,NaN
3.989,-0.174,0.297,0.004,0.123,-0.001,NaN
3.989,-0.174,0.296,0.004,0.123,-0.001,NaN
3.992,-0.173,0.292,0.004,0.123,-0.001,NaN
3.990,-0.175,0.297,0.004,0.123,-0.001,NaN
3.990,-0.173,0.290,0.004,0.123,-0.000,NaN
3.989,-0.173,0.290,0.004,0.123,-0.001,NaN
3.991,-0.173,0.285,0.004,0.123,-0.001,NaN
3.988,-0.172,0.288,0.004,0.123,-0.001,NaN
3.990,-0.173,0.294,0.004,0.123,-0.000,NaN
3.987,-0.173,0.288,0.004,0.123,-0.001,NaN
3.988,-0.172,0.290,0.004,0.123,-0.001,NaN
3.989,-0.175,0.292,0.004,0.123,-0.001,NaN
3.990,-0.173,0.291,0.004,0.123,-0.000,NaN
3.989,-0.172,0.284,0.004,0.123,-0.000,NaN
3.989,-0.171,0.281,0.004,0.123,-0.001,NaN
3.989,-0.174,0.279,0.004,0.123,-0.000,NaN
3.990,-0.171,0.283,0.004,0.123,-0.000,NaN
3.991,-0.173,0.287,0.004,0.123,-0.001,NaN
3.990,-0.170,0.287,0.004,0.123,-0.001,NaN
3.988,-0.173,0.287,0.004,0.123,-0.001,NaN
3.990,-0.173,0.289,0.004,0.123,-0.000,NaN
3.989,-0.172,0.290,0.004,0.123,-0.001,NaN
3.990,-0.176,0.291,0.004,0.123,-0.001,NaN
3.989,-0.171,0.295,0.004,0.123,-0.001,NaN
3.991,-0.173,0.296,0.004,0.123,-0.001,NaN
3.989,-0.173,0.288,0.004,0.123,-0.001,NaN
3.991,-0.172,0.288,0.004,0.123,-0.001,NaN
3.988,-0.172,0.285,0.004,0.123,-0.000,NaN
3.989,-0.173,0.285,0.004,0.123,-0.001,NaN
3.989,-0.173,0.293,0.004,0.123,-0.001,NaN
3.990,-0.174,0.293,0.004,0.123,-0.001,NaN
3.989,-0.172,0.293,0.004,0.123,-0.001,NaN
3.990,-0.172,0.292,0.004,0.123,-0.001,NaN
3.989,-0.174,0.293,0.004,0.123,-0.001,NaN
3.990,-0.173,0.294,0.004,0.123,-0.001,NaN
3.990,-0.171,0.294,0.004,0.123,-0.001,NaN
3.990,-0.172,0.298,0.004,0.123,-0.001,NaN
3.992,-0.174,0.300,0.004,0.123,-0.001,NaN
3.989,-0.172,0.302,0.004,0.123,-0.001,NaN
3.989,-0.174,0.301,0.004,0.123,-0.001,NaN
3.990,-0.173,0.303,0.004,0.123,-0.001,NaN
3.989,-0.173,0.299,0.004,0.123,-0.001,NaN
3.988,-0.173,0.304,0.004,0.123,-0.001,NaN
3.992,-0.175,0.300,0.004,0.123,-0.001,NaN
3.990,-0.173,0.296,0.004,0.123,-0.001,NaN
3.990,-0.173,0.302,0.004,0.123,-0.001,NaN
3.988,-0.174,0.303,0.004,0.123,-0.001,NaN
3.990,-0.172,0.303,0.004,0.123,-0.001,NaN
3.990,-0.173,0.302,0.004,0.123,-0.001,NaN
3.990,-0.173,0.298,0.004,0.123,-0.001,NaN
3.989,-0.174,0.295,0.004,0.123,-0.001,NaN
3.990,-0.172,0.302,0.004,0.123,-0.000,NaN
3.990,-0.173,0.299,0.004,0.123,-0.001,NaN
3.990,-0.174,0.293,0.004,0.123,-0.001,NaN
3.991,-0.173,0.294,0.004,0.123,-0.001,NaN
3.989,-0.171,0.295,0.004,0.123,-0.000,NaN
3.988,-0.174,0.298,0.004,0.123,-0.001,NaN
3.992,-0.172,0.294,0.004,0.123,-0.001,NaN
3.989,-0.171,0.295,0.004,0.123,-0.001,NaN
3.990,-0.174,0.297,0.004,0.123,-0.001,NaN
3.989,-0.175,0.298,0.004,0.123,-0.001,NaN
3.990,-0.174,0.297,0.004,0.123,-0.001,NaN
3.990,-0.174,0.298,0.004,0.123,-0.001,NaN
3.989,-0.174,0.290,0.004,0.123,-0.001,NaN
3.990,-0.174,0.288,0.004,0.123,-0.001,NaN
3.989,-0.174,0.286,0.004,0.123,-0.000,NaN
3.988,-0.174,0.283,0.004,0.123,-0.001,NaN
3.988,-0.173,0.277,0.004,0.123,-0.001,NaN
3.988,-0.172,0.285,0.004,0.123,-0.001,NaN
3.990,-0.171,0.289,0.004,0.123,-0.000,NaN
3.990,-0.172,0.287,0.004,0.123,-0.000,NaN
3.989,-0.174,0.288,0.004,0.123,-0.001,NaN
3.991,-0.174,0.292,0.004,0.123,-0.001,NaN
3.988,-0.174,0.296,0.004,0.123,-0.001,NaN
3.990,-0.172,0.293,0.004,0.123,-0.001,NaN
3.991,-0.174,0.291,0.004,0.123,-0.001,NaN
3.990,-0.173,0.289,0.004,0.123,-0.001,NaN
3.989,-0.175,0.290,0.004,0.123,-0.001,NaN
3.988,-0.174,0.292,0.004,0.123,-0.001,NaN
3.989,-0.172,0.296,0.004,0.123,-0.001,NaN
3.989,-0.175,0.295,0.004,0.123,-0.001,NaN
3.989,-0.173,0.296,0.004,0.123,-0.001,NaN
3.991,-0.174,0.294,0.004,0.123,-0.001,NaN
3.989,-0.174,0.295,0.004,0.123,-0.001,NaN
3.989,-0.173,0.298,0.004,0.123,-0.001,NaN
3.990,-0.171,0.304,0.004,0.123,-0.001,NaN
3.990,-0.173,0.300,0.004,0.123,-0.001,NaN
3.991,-0.175,0.300,0.004,0.123,-0.001,NaN
3.989,-0.171,0.298,0.004,0.123,-0.001,NaN
3.989,-0.170,0.298,0.004,0.123,-0.001,NaN
3.989,-0.172,0.298,0.004,0.123,-0.001,NaN
3.988,-0.175,0.297,0.004,0.123,-0.001,NaN
3.989,-0.174,0.298,0.004,0.123,-0.001,NaN
3.989,-0.173,0.297,0.004,0.123,-0.001,NaN
3.989,-0.173,0.294,0.004,0.123,-0.001,NaN
3.989,-0.173,0.294,0.004,0.123,-0.001,NaN
3.987,-0.173,0.298,0.004,0.123,-0.001,NaN
3.986,-0.174,0.295,0.004,0.123,-0.001,NaN
3.990,-0.172,0.300,0.004,0.123,-0.001,NaN
3.989,-0.172,0.303,0.004,0.123,-0.001,NaN
3.991,-0.175,0.298,0.004,0.123,-0.001,NaN
3.989,-0.173,0.297,0.004,0.123,-0.001,NaN
3.989,-0.173,0.297,0.004,0.123,-0.001,NaN
3.990,-0.173,0.296,0.004,0.123,-0.001,NaN
3.989,-0.172,0.296,0.004,0.123,-0.001,NaN
3.990,-0.172,0.294,0.004,0.123,-0.001,NaN
3.988,-0.174,0.292,0.004,0.123,-0.001,NaN
3.989,-0.172,0.296,0.004,0.123,-0.000,NaN
3.988,-0.172,0.297,0.004,0.123,-0.001,NaN
3.989,-0.174,0.297,0.004,0.123,-0.001,NaN
3.990,-0.172,0.293,0.004,0.123,-0.001,NaN
3.988,-0.174,0.293,0.004,0.123,-0.001,NaN
3.988,-0.174,0.291,0.004,0.123,-0.001,NaN
3.989,-0.173,0.295,0.004,0.123,-0.000,NaN
3.988,-0.173,0.298,0.004,0.123,-0.001,NaN
3.990,-0.174,0.303,0.004,0.123,-0.001,NaN
